#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Pseudomonas phage vB_Pae_PS44	1542090	PRJNA307711	307711	dsDNA viruses, no RNA stage	Myoviridae	68.871	55.2	bacteria	1	97	97	2015/08/31	2016/01/05	Complete Genome
Mycobacterium phage Ariel	1541824	PRJNA307712	307712	dsDNA viruses, no RNA stage	Siphoviridae	109.8	61	bacteria	1	247	245	2014/09/10	2016/01/05	Complete Genome
Mycobacterium phage Llama	1541823	PRJNA307713	307713	dsDNA viruses, no RNA stage	Siphoviridae	58.472	61.1	bacteria	1	111	111	2014/09/10	2016/01/05	Complete Genome
Mycobacterium phage Omnicron	1541819	PRJNA307714	307714	dsDNA viruses, no RNA stage	Siphoviridae	61.511	64	bacteria	1	96	95	2014/09/10	2016/01/05	Complete Genome
Mycobacterium phage Tiffany	1527535	PRJNA307715	307715	dsDNA viruses, no RNA stage	Siphoviridae	50.768	64	bacteria	1	92	89	2014/08/26	2016/01/05	Complete Genome
Bacillus phage Eyuki	1690431	PRJNA307716	307716	dsDNA viruses, no RNA stage	Myoviridae	162.252	38.8	bacteria	1	300	300	2015/08/29	2016/01/05	Complete Genome
Streptomyces phage Caliburn	1690425	PRJNA307717	307717	dsDNA viruses, no RNA stage	Siphoviridae	49.949	66.2	bacteria	1	72	72	2015/08/18	2016/01/05	Complete Genome
Mycobacterium phage NelitzaMV	1679530	PRJNA307718	307718	dsDNA viruses, no RNA stage	Siphoviridae	72.79	63.1	bacteria	1	141	139	2015/07/15	2016/01/05	Complete Genome
Klebsiella phage Sushi	1675609	PRJNA307719	307719	dsDNA viruses, no RNA stage	Siphoviridae	48.754	50.8	bacteria	1	76	76	2015/07/15	2016/01/05	Complete Genome
Bacillus phage Pavlov	1675598	PRJNA307720	307720	dsDNA viruses, no RNA stage	Podoviridae	40.024	40.6	bacteria	1	50	50	2015/07/15	2016/01/05	Complete Genome
Streptomyces phage Lannister	1674927	PRJNA307721	307721	dsDNA viruses, no RNA stage	Siphoviridae	50.165	65.7	bacteria	1	73	73	2015/08/18	2016/01/05	Complete Genome
Streptomyces phage Izzy	1674926	PRJNA307722	307722	dsDNA viruses, no RNA stage	Siphoviridae	50.113	65.9	bacteria	1	75	75	2015/08/18	2016/01/05	Complete Genome
Mycobacterium phage Ovechkin	1673889	PRJNA307723	307723	dsDNA viruses, no RNA stage	Siphoviridae	58.338	62	bacteria	1	106	106	2015/07/15	2016/01/05	Complete Genome
Streptomyces phage Amela	1673877	PRJNA307724	307724	dsDNA viruses, no RNA stage	Siphoviridae	49.452	65.6	bacteria	1	75	75	2015/08/18	2016/03/01	Complete Genome
Mycobacterium phage UnionJack	1673876	PRJNA307725	307725	dsDNA viruses, no RNA stage	Siphoviridae	49.158	60	bacteria	1	87	86	2015/08/09	2016/02/05	Complete Genome
Mycobacterium phage Smeadley	1673873	PRJNA307726	307726	dsDNA viruses, no RNA stage	Siphoviridae	52.392	61.4	bacteria	1	101	100	2015/07/15	2016/01/05	Complete Genome
Enterobacteria phage QL01	1673871	PRJNA307727	307727	dsDNA viruses, no RNA stage	Myoviridae	170.527	39.6	bacteria	1	274	275	2015/08/09	2016/01/05	Complete Genome
Rhodobacter phage RcRhea	1662332	PRJNA307728	307728	dsDNA viruses, no RNA stage	unclassified	36.065	65.4	bacteria	1	45	45	2015/08/09	2016/01/05	Complete Genome
Mycobacterium phage Kimberlium	1662284	PRJNA307729	307729	dsDNA viruses, no RNA stage	Siphoviridae	56.826	61.4	bacteria	1	105	105	2015/08/09	2016/01/05	Complete Genome
Escherichia phage pro483	1649240	PRJNA307730	307730	dsDNA viruses, no RNA stage	Myoviridae	29.237	53	bacteria	1	43	43	2015/05/20	2016/01/05	Complete Genome
Escherichia phage pro147	1649239	PRJNA307731	307731	dsDNA viruses, no RNA stage	Myoviridae	32.675	50.7	bacteria	1	44	44	2015/05/20	2016/01/05	Complete Genome
Salmonella phage SEN4	1647465	PRJNA307732	307732	dsDNA viruses, no RNA stage	Myoviridae	33.507	53.4	bacteria	1	49	49	2015/09/23	2016/01/05	Complete Genome
Salmonella phage SEN1	1647455	PRJNA307733	307733	dsDNA viruses, no RNA stage	Myoviridae	29.732	53	bacteria	1	43	42	2015/09/23	2016/01/05	Complete Genome
Klebsiella phage KLPN1	1647408	PRJNA307734	307734	dsDNA viruses, no RNA stage	Siphoviridae	49.037	50.5	bacteria	1	72	72	2015/07/28	2016/01/05	Complete Genome
Sinorhizobium phage phiN3	1647405	PRJNA307735	307735	dsDNA viruses, no RNA stage	Myoviridae	206.713	49.1	bacteria	1	408	402	2015/05/06	2016/01/05	Complete Genome
Streptococcus phage APCM01	1647391	PRJNA307736	307736	dsDNA viruses, no RNA stage	Siphoviridae	31.075	39	bacteria	1	37	37	2015/07/31	2016/01/05	Complete Genome
Polaribacter phage P12002S	1647387	PRJNA307737	307737	dsDNA viruses, no RNA stage	Siphoviridae	49.847	28.9	bacteria	1	86	86	2015/05/16	2016/01/05	Complete Genome
Polaribacter phage P12002L	1647386	PRJNA307738	307738	dsDNA viruses, no RNA stage	Siphoviridae	48.689	28.9	bacteria	1	82	82	2015/05/16	2016/01/05	Complete Genome
Acinetobacter phage Fri1	1647373	PRJNA307739	307739	dsDNA viruses, no RNA stage	Podoviridae	41.805	39.3	bacteria	1	54	54	2015/07/15	2016/01/05	Complete Genome
Mycobacterium phage ShedlockHolmes	1647313	PRJNA307740	307740	dsDNA viruses, no RNA stage	Siphoviridae	61.081	67.3	bacteria	1	100	100	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage MOOREtheMARYer	1647309	PRJNA307741	307741	dsDNA viruses, no RNA stage	Siphoviridae	44.492	68.6	bacteria	1	67	67	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage Nerujay	1647308	PRJNA307742	307742	dsDNA viruses, no RNA stage	Siphoviridae	53.455	63.7	bacteria	1	97	97	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage Cambiare	1647305	PRJNA307743	307743	dsDNA viruses, no RNA stage	Siphoviridae	45.161	68.8	bacteria	1	67	67	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage FlagStaff	1647304	PRJNA307744	307744	dsDNA viruses, no RNA stage	Siphoviridae	44.576	68.5	bacteria	1	65	65	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage Phayonce	1647302	PRJNA307745	307745	dsDNA viruses, no RNA stage	Siphoviridae	49.203	66.7	bacteria	1	77	77	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage Vincenzo	1647301	PRJNA307746	307746	dsDNA viruses, no RNA stage	Siphoviridae	72.139	68.9	bacteria	1	98	98	2015/05/06	2016/01/05	Complete Genome
Mycobacterium phage Luchador	1647300	PRJNA307747	307747	dsDNA viruses, no RNA stage	Siphoviridae	53.387	62.1	bacteria	1	97	96	2015/05/06	2016/01/05	Complete Genome
Enterococcus phage EFLK1	1640885	PRJNA307748	307748	dsDNA viruses, no RNA stage	Myoviridae	130.952	35.9	bacteria	1	271	209	2015/04/17	2016/01/05	Complete Genome
Tsukamurella phage TIN3	1636546	PRJNA307749	307749	dsDNA viruses, no RNA stage	Siphoviridae	76.269	59.3	bacteria	1	110	109	2015/07/27	2016/01/05	Complete Genome
Tsukamurella phage TIN2	1636545	PRJNA307750	307750	dsDNA viruses, no RNA stage	Siphoviridae	76.964	58.9	bacteria	1	108	107	2015/07/27	2016/01/05	Complete Genome
Paenibacillus phage Xenia	1636263	PRJNA307751	307751	dsDNA viruses, no RNA stage	Siphoviridae	41.149	41.5	bacteria	1	77	77	2015/08/24	2016/03/09	Complete Genome
Paenibacillus phage Vegas	1636261	PRJNA307752	307752	dsDNA viruses, no RNA stage	Siphoviridae	45.653	43.6	bacteria	1	86	86	2015/08/24	2016/03/09	Complete Genome
Paenibacillus phage Fern	1636255	PRJNA307753	307753	dsDNA viruses, no RNA stage	Siphoviridae	37.995	41.9	bacteria	1	68	68	2015/08/24	2016/03/09	Complete Genome
Proteus phage vB_PmiM_Pm5461	1636250	PRJNA307754	307754	dsDNA viruses, no RNA stage	Myoviridae	161.989	31.1	bacteria	1	264	256	2015/06/01	2016/01/05	Complete Genome
Proteus phage vB_PmiP_Pm5460	1636249	PRJNA307755	307755	dsDNA viruses, no RNA stage	Podoviridae	44.573	39.6	bacteria	1	53	53	2015/06/01	2016/01/05	Complete Genome
Escherichia phage vB_EcoM_AYO145A	1636202	PRJNA307756	307756	dsDNA viruses, no RNA stage	Myoviridae	87.372	39	bacteria	1	151	131	2015/04/17	2016/01/05	Complete Genome
Streptomyces phage TP1604	1636184	PRJNA307757	307757	dsDNA viruses, no RNA stage	Siphoviridae	57.168	69.2	bacteria	1	71	71	2015/04/05	2016/01/05	Complete Genome
Streptomyces phage YDN12	1636183	PRJNA307758	307758	dsDNA viruses, no RNA stage	Siphoviridae	56.528	69.2	bacteria	1	70	70	2015/04/05	2016/01/05	Complete Genome
Acinetobacter phage YMC11/12/R2315	1628720	PRJNA307759	307759	dsDNA viruses, no RNA stage	Myoviridae	44.846	37.6	bacteria	1	85	85	2015/03/17	2016/01/05	Complete Genome
Gordonia phage Gmala1	1622190	PRJNA307760	307760	dsDNA viruses, no RNA stage	Siphoviridae	75.167	50.8	bacteria	1	90	90	2015/04/15	2016/01/05	Complete Genome
Staphylococcus phage IME-SA4	1610872	PRJNA307761	307761	dsDNA viruses, no RNA stage	Siphoviridae	41.843	34	bacteria	1	62	62	2015/03/17	2016/01/05	Complete Genome
Klebsiella phage vB_KpnP_SU552A	1610835	PRJNA307762	307762	dsDNA viruses, no RNA stage	Podoviridae	43.595	54.2	bacteria	1	54	54	2015/03/04	2016/01/05	Complete Genome
Klebsiella phage vB_KpnP_SU503	1610834	PRJNA307763	307763	dsDNA viruses, no RNA stage	Podoviridae	43.809	53.7	bacteria	1	54	54	2015/03/04	2016/01/05	Complete Genome
Pseudomonas phage PhiPA3	998086	PRJNA307764	307764	dsDNA viruses, no RNA stage	Myoviridae	309.208	47.7	bacteria	1	381	375	2011/06/08	2016/01/05	Complete Genome
Hawaiian green turtle herpesvirus	70564	PRJNA307765	307765	dsDNA viruses, no RNA stage	Herpesviridae	22.947	57.5	vertebrates	1	15	15	1998/07/17	2016/01/05	Complete Genome
Bacillus phage 250	701257	PRJNA307766	307766	dsDNA viruses, no RNA stage	Siphoviridae	56.505	36.4	bacteria	1	54	54	2010/01/17	2016/01/06	Complete Genome
Enterobacteria phage FI	39804	PRJNA307769	307769	ssRNA viruses	Leviviridae	4.184	51.2	bacteria	1	4	4	2006/11/22	2016/01/05	Complete Genome
Staphylococcus phage phinm4	387910	PRJNA307770	307770	dsDNA viruses, no RNA stage	Siphoviridae	43.189	34.7	bacteria	1	68	68	2006/10/31	2016/01/06	Complete Genome
Staphylococcus phage phinm2	387908	PRJNA307771	307771	dsDNA viruses, no RNA stage	Siphoviridae	43.145	34.6	bacteria	1	66	66	2006/10/31	2016/01/06	Complete Genome
Asian prunus virus 3	351428	PRJNA307772	307772	ssRNA viruses	Betaflexiviridae	9.654	44.4	plants	1	5	5	2015/12/26	2016/03/22	Complete Genome
Asian prunus virus 2	351426	PRJNA307773	307773	ssRNA viruses	Betaflexiviridae	9.362	44.1	plants	1	5	5	2015/12/26	2016/03/22	Complete Genome
Enterobacteria phage 186	29252	PRJNA307774	307774	dsDNA viruses, no RNA stage	Myoviridae	30.624	53.1	bacteria	1	42	46	1995/09/02	2016/01/06	Complete Genome
Lactococcus phage SL4	287412	PRJNA307775	307775	dsDNA viruses, no RNA stage	Siphoviridae	28.144	35	bacteria	1	52	52	2009/08/22	2016/01/06	Complete Genome
Hordeum vulgare endornavirus	1774276	PRJNA307776	307776	dsRNA viruses	Endornaviridae	14.243	46.4	plants	1	1	1	2015/12/27	2016/01/05	Complete Genome
Pepper leaf curl Thailand virus	1774200	PRJNA307777	307777	ssDNA viruses	Geminiviridae	2.742	43.8	plants	1	6	6	2015/12/28	2016/01/05	Complete Genome
Thelephora terrestris virus 1	1770613	PRJNA307778	307778	dsRNA viruses	Totiviridae	10.316	53.3	protozoa	1	2	2	2015/12/18	2016/01/05	Complete Genome
Rabbit bocaparvovirus	1769949	PRJNA307779	307779	ssDNA viruses	Parvoviridae	5.027	52	vertebrates	1	3	3	2015/12/20	2016/01/05	Complete Genome
Tupaia hepatovirus A	1768064	PRJNA307780	307780	ssRNA viruses	Picornaviridae	7.417	39.4	vertebrates	1	1	1	2015/12/14	2016/01/05	Complete Genome
Avisivirus Pf-CHK1/AsV	1766559	PRJNA307781	307781	ssRNA viruses	Picornaviridae	7.27	45.5	vertebrates	1	1	1	2015/12/12	2016/01/05	Complete Genome
Gallivirus Pf-CHK1/GV	1766557	PRJNA307782	307782	ssRNA viruses	Picornaviridae	8.506	45.7	vertebrates	1	1	1	2015/12/12	2016/01/05	Complete Genome
Swine enteric coronavirus	1766554	PRJNA307783	307783	ssRNA viruses	Coronaviridae	28.111	38.1	vertebrates	1	9	9	2015/12/13	2016/01/05	Complete Genome
Phasey bean mild yellows virus	1756832	PRJNA307785	307785	ssRNA viruses	Luteoviridae	5.867	49.4	plants	1	6	5	2015/12/10	2016/03/09	Complete Genome
Streptomyces phage phiSAJS1	1755682	PRJNA307786	307786	dsDNA viruses, no RNA stage	Siphoviridae	56.445	68.3	bacteria	1	72	72	2015/11/24	2016/01/05	Complete Genome
Penicillium aurantiogriseum totivirus 1	1755467	PRJNA307787	307787	dsRNA viruses	Totiviridae	5.181	57.5	protozoa	1	2	2	2015/11/18	2016/01/05	Complete Genome
Enterococcus phage vB_IME196	1747289	PRJNA307788	307788	dsDNA viruses, no RNA stage	Siphoviridae	38.886	35	bacteria	1	57	57	2015/11/24	2016/01/05	Complete Genome
Enterococcus phage vB_IME198	1747287	PRJNA307789	307789	dsDNA viruses, no RNA stage	Siphoviridae	58	40	bacteria	1	95	95	2015/11/24	2016/01/05	Complete Genome
Acinetobacter phage IME-200	1735582	PRJNA307790	307790	dsDNA viruses, no RNA stage	Podoviridae	41.243	39.3	bacteria	1	52	52	2015/10/25	2016/01/05	Complete Genome
Rat arterivirus Jilin2014	1734439	PRJNA307791	307791	ssRNA viruses	Arteriviridae	15.728	52.5	vertebrates	1	8	8	2015/12/31	2016/01/05	Complete Genome
Sulfolobales Virus YNP2	1732180	PRJNA307792	307792	dsDNA viruses, no RNA stage	unclassified	34.783	42.7	archaea	1	60	60	2015/10/02	2016/01/05	Complete Genome
Sulfolobales virus YNP1	1732179	PRJNA307793	307793	dsDNA viruses, no RNA stage	unclassified	40.86	38.5	archaea	1	71	71	2015/10/02	2016/01/05	Complete Genome
Sulfolobus monocaudavirus SMV4	1732178	PRJNA307794	307794	dsDNA viruses, no RNA stage	unclassified	51.711	38.7	archaea	1	68	68	2015/10/02	2016/01/06	Complete Genome
Acidianus bottle-shaped virus 3	1732174	PRJNA307795	307795	dsDNA viruses, no RNA stage	Ampullaviridae	28.489	31.7	archaea	1	66	66	2015/10/02	2016/01/05	Complete Genome
Acidianus bottle-shaped virus 2	1732173	PRJNA307796	307796	dsDNA viruses, no RNA stage	Ampullaviridae	22.613	33.3	archaea	1	54	54	2015/10/02	2016/01/05	Complete Genome
Escherichia phage slur07	1720500	PRJNA307797	307797	dsDNA viruses, no RNA stage	Myoviridae	167.124	35.4	bacteria	1	275	266	2015/10/01	2016/03/28	Complete Genome
Escherichia phage slur05	1720498	PRJNA307798	307798	dsDNA viruses, no RNA stage	Siphoviridae	43.9	54.5	bacteria	1	58	58	2015/10/01	2016/03/28	Complete Genome
Escherichia phage slur02	1720494	PRJNA307799	307799	dsDNA viruses, no RNA stage	Myoviridae	167.298	35.5	bacteria	1	277	266	2015/10/05	2016/03/28	Complete Genome
Escherichia phage slur01	1720493	PRJNA307800	307800	dsDNA viruses, no RNA stage	Siphoviridae	61.235	44.4	bacteria	1	90	90	2015/10/05	2016/03/28	Complete Genome
Escherichia phage phiSUSP2	1718669	PRJNA307801	307801	dsDNA viruses, no RNA stage	Myoviridae	88.698	40.2	bacteria	1	150	131	2015/10/22	2016/01/05	Complete Genome
Escherichia phage phiSUSP1	1718606	PRJNA307802	307802	dsDNA viruses, no RNA stage	Myoviridae	90.743	39.8	bacteria	1	158	139	2015/10/22	2016/01/05	Complete Genome
Acinetobacter phage vB_AbaP_CEB1	1708400	PRJNA307803	307803	dsDNA viruses, no RNA stage	Podoviridae	0.558	38.9	bacteria	1	1	1	2015/09/08	2016/01/05	Complete Genome
Gokushovirinae GNX3R	1701405	PRJNA307804	307804	ssDNA viruses	Microviridae	4.273	40.1	bacteria	1	1	1	2015/09/19	2016/01/05	Complete Genome
Gokushovirinae GAIR4	1701404	PRJNA307805	307805	ssDNA viruses	Microviridae	4.468	42	bacteria	1	1	1	2015/09/19	2016/01/05	Complete Genome
Ralstonia phage RSF1	1689679	PRJNA307806	307806	dsDNA viruses, no RNA stage	Myoviridae	222.888	52.3	bacteria	1	230	230	2015/07/28	2016/01/05	Complete Genome
Pseudomonas phage KPP21	1678082	PRJNA307807	307807	dsDNA viruses, no RNA stage	Podoviridae	73.42	53.5	bacteria	1	113	113	2015/07/04	2016/01/05	Complete Genome
Mycobacterium phage Nhonho	1675553	PRJNA307808	307808	dsDNA viruses, no RNA stage	Siphoviridae	51.355	63.8	bacteria	1	88	88	2015/08/09	2016/01/05	Complete Genome
Mycobacterium phage Florinda	1675549	PRJNA307809	307809	dsDNA viruses, no RNA stage	Siphoviridae	59.416	61.7	bacteria	1	117	117	2015/08/09	2016/01/05	Complete Genome
Mycobacterium phage Barriga	1675548	PRJNA307810	307810	dsDNA viruses, no RNA stage	Siphoviridae	52.643	63.4	bacteria	1	101	101	2015/08/09	2016/01/05	Complete Genome
Yersinia phage vB_YenP_ISAO8	1675027	PRJNA307811	307811	dsDNA viruses, no RNA stage	Podoviridae	41.449	53.8	bacteria	1	46	46	2015/07/15	2016/01/05	Complete Genome
Staphylococcus phage vB_SauS_phi2	1674930	PRJNA307812	307812	dsDNA viruses, no RNA stage	Siphoviridae	44.222	33.7	bacteria	1	61	61	2015/08/09	2016/01/05	Complete Genome
Citrobacter phage IME-CF2	1673887	PRJNA307813	307813	dsDNA viruses, no RNA stage	Myoviridae	177.688	43.2	bacteria	1	265	263	2015/07/25	2016/01/05	Complete Genome
Klebsiella phage vB_KpnP_KpV289	1671396	PRJNA307814	307814	dsDNA viruses, no RNA stage	Podoviridae	41.054	52.6	bacteria	1	51	51	2015/07/28	2016/01/05	Complete Genome
Stenotrophomonas phage vB_SmaS-DLP_2	1642663	PRJNA307815	307815	dsDNA viruses, no RNA stage	Siphoviridae	42.593	53.7	bacteria	1	58	58	2015/09/14	2016/01/05	Complete Genome
Parabacteroides phage YZ-2015b	1655645	PRJNA307816	307816	ssDNA viruses	Microviridae	5.001	40.2	bacteria	1	4	4	2015/05/27	2016/01/05	Complete Genome
Parabacteroides phage YZ-2015a	1655644	PRJNA307817	307817	ssDNA viruses	Microviridae	4.623	42.8	bacteria	1	6	6	2015/05/27	2016/01/05	Complete Genome
Klebsiella phage K5	1647374	PRJNA307818	307818	dsDNA viruses, no RNA stage	Podoviridae	41.698	52.5	bacteria	1	46	46	2015/05/20	2016/01/05	Complete Genome
Pseudomonas phage DL68	1640974	PRJNA307819	307819	dsDNA viruses, no RNA stage	Myoviridae	66.111	55.7	bacteria	1	92	92	2015/05/06	2016/03/16	Complete Genome
Pseudomonas phage DL64	1640973	PRJNA307820	307820	dsDNA viruses, no RNA stage	Podoviridae	72.378	55	bacteria	1	90	90	2015/05/06	2016/03/16	Complete Genome
Pseudomonas phage DL62	1640972	PRJNA307821	307821	dsDNA viruses, no RNA stage	Podoviridae	42.508	62.2	bacteria	1	55	55	2015/05/06	2016/03/16	Complete Genome
Pseudomonas phage DL54	1640969	PRJNA307822	307822	dsDNA viruses, no RNA stage	Podoviridae	45.673	52.4	bacteria	1	71	71	2015/05/06	2016/03/16	Complete Genome
Enterobacter phage E-3	1636314	PRJNA307823	307823	dsDNA viruses, no RNA stage	Podoviridae	31.522	50.8	bacteria	1	36	36	2015/04/05	2016/01/05	Complete Genome
Staphylococcus phage B236	1636205	PRJNA307824	307824	dsDNA viruses, no RNA stage	Siphoviridae	43.228	35.6	bacteria	1	67	67	2015/04/17	2016/01/06	Complete Genome
Staphylococcus phage B166	1636204	PRJNA307825	307825	dsDNA viruses, no RNA stage	Siphoviridae	42.881	34.8	bacteria	1	64	64	2015/04/17	2016/01/06	Complete Genome
Pseudoalteromonas Phage H103	1636200	PRJNA307826	307826	dsDNA viruses, no RNA stage	unclassified	43.19	41.2	bacteria	1	75	75	2015/08/31	2016/01/05	Complete Genome
Vibrio phage ValKK3	1610855	PRJNA307827	307827	dsDNA viruses, no RNA stage	unclassified	248.088	41.2	bacteria	1	390	390	2015/03/17	2016/01/05	Complete Genome
Enterobacteria phage JenP2	1610838	PRJNA307828	307828	dsDNA viruses, no RNA stage	Siphoviridae	59.802	43.2	bacteria	1	87	87	2015/04/05	2016/01/05	Complete Genome
Enterobacteria phage JenP1	1610837	PRJNA307829	307829	dsDNA viruses, no RNA stage	Siphoviridae	60.754	43.2	bacteria	1	87	87	2015/04/05	2016/01/05	Complete Genome
Enterobacteria phage JenK1	1610836	PRJNA307830	307830	dsDNA viruses, no RNA stage	Siphoviridae	60.747	43.9	bacteria	1	86	86	2015/04/05	2016/01/05	Complete Genome
Enterobacteria phage CAjan	1610828	PRJNA307831	307831	dsDNA viruses, no RNA stage	Siphoviridae	59.67	44.7	bacteria	1	91	91	2015/03/17	2016/01/05	Complete Genome
Streptococcus phage M102AD	1587907	PRJNA307832	307832	dsDNA viruses, no RNA stage	Siphoviridae	30.664	39.6	bacteria	1	40	40	2011/10/21	2016/01/06	Complete Genome
Ralstonia phage RSL2	1585840	PRJNA307833	307833	dsDNA viruses, no RNA stage	Myoviridae	223.932	52.1	bacteria	1	224	224	2014/12/18	2016/01/05	Complete Genome
Sulfolobus monocaudavirus SMV2	1580591	PRJNA307834	307834	dsDNA viruses, no RNA stage	unclassified	50.918	43.9	archaea	1	65	65	2015/10/01	2016/01/05	Complete Genome
Staphylococcus phage phiIPLA-C1C	1572704	PRJNA307835	307835	dsDNA viruses, no RNA stage	Myoviridae	140.961	28	bacteria	1	203	203	2015/03/23	2016/01/05	Complete Genome
Staphylococcus phage phiIPLA-RODI	1572703	PRJNA307836	307836	dsDNA viruses, no RNA stage	Myoviridae	142.348	30.4	bacteria	1	213	213	2015/03/23	2016/01/05	Complete Genome
Prochlorococcus phage P-TIM68	1542477	PRJNA307841	307841	dsDNA viruses, no RNA stage	Myoviridae	197.361	34.3	bacteria	1	246	246	2015/08/18	2016/01/06	Complete Genome
Ralstonia phage RSJ5	1538364	PRJNA307842	307842	dsDNA viruses, no RNA stage	Podoviridae	43.745	60.7	bacteria	1	41	41	2014/08/26	2016/01/05	Complete Genome
Clostridium phage phiCDHM19	1522092	PRJNA307843	307843	dsDNA viruses, no RNA stage	Myoviridae	54.295	28.5	bacteria	1	87	88	2014/09/11	2016/01/06	Chromosome
Staphylococcus phage 23MRA	1505027	PRJNA307844	307844	dsDNA viruses, no RNA stage	Siphoviridae	43.098	32.9	bacteria	1	66	66	2015/07/13	2016/01/05	Complete Genome
Staphylococcus phage 3MRA	1505026	PRJNA307845	307845	dsDNA viruses, no RNA stage	Siphoviridae	41.931	35.4	bacteria	1	66	66	2015/07/13	2016/01/05	Complete Genome
