#Species/genus	Genomes	Organism name	Chromosome RefSeq	Chromosome GenBank	Plasmid RefSeq	Plasmid GenBank	CODE	Comment	PubmedIDs	External link
Rickettsia rhipicephali	2	Rickettsia rhipicephali str. 3-7-female6-CWPP	NC_017042	CP003342	NC_017055	CP003343	Default			
Rickettsia rickettsii	8	Rickettsia rickettsii str. Iowa	NC_010263	CP000766			COM		18025092	
Rickettsia sibirica	3	Rickettsia sibirica 246	NZ_AABW00000000,NZ_AABW01000001	AABW00000000,AABW01000001			Default			
Rickettsia slovaca	2	Rickettsia slovaca 13-B	NC_016639	CP002428			COM		22374949	
	0	Rickettsia sp. MEAM1 (Bemisia tabaci)					Default			
Rickettsia typhi	3	Rickettsia typhi str. Wilmington	NC_006142	AE017197			COM		15317790	
Rickettsiella grylli	1	Rickettsiella grylli	NZ_AAQJ00000000	AAQJ00000000			Default			
Riemerella anatipestifer	7	Riemerella anatipestifer ATCC 11845 = DSM 15868	NC_014738	CP002346			COM		21677851	
Riemerella columbina	1	Riemerella columbina DSM 16469	NZ_ARFT00000000	ARFT00000000			Default			
Rivularia	1	Rivularia sp. PCC 7116	NC_019678	CP003549	NC_019679 ... (2)	CP003550 ... (2)	Default			
Robiginitalea biformata	1	Robiginitalea biformata HTCC2501	NC_013222	CP001712			COM		19767438	
Robiginitomaculum antarcticum	1	Robiginitomaculum antarcticum DSM 21748	NZ_AQOY00000000	AQOY00000000			Default			
Roseburia hominis	1	Roseburia hominis A2-183	NC_015977	CP003040			COM			
Roseburia intestinalis	3	Roseburia intestinalis XB6B4	NC_021012	FP929050			Default			
Roseburia inulinivorans	1	Roseburia inulinivorans DSM 16841	NZ_ACFY00000000	ACFY00000000			Default			
Roseibium	1	Roseibium sp. TrichSKD4	NZ_AEFL00000000	AEFL00000000			Default			
Roseiflexus castenholzii	1	Roseiflexus castenholzii DSM 13941	NC_009767	CP000804			COM/PRT			
Roseiflexus	1	Roseiflexus sp. RS-1	NC_009523	CP000686			COM			
Roseobacter denitrificans	1	Roseobacter denitrificans OCh 114	NC_008209	CP000362	NC_008386 ... (4)	CP000464 ... (4)	COM		17098896	
Roseobacter litoralis	1	Roseobacter litoralis Och 149	NC_015730	CP002623	NC_015728 ... (3)	CP002624 ... (3)	COM		21693016	
Roseobacter	6	Roseobacter sp. MED193	NZ_AANB00000000	AANB00000000			Default			
Roseomonas cervicalis	1	Roseomonas cervicalis ATCC 49957	NZ_ADVL00000000	ADVL00000000			Default			
Roseomonas	1	Roseomonas sp. B5	NZ_ALOX00000000	ALOX00000000			Default			
Roseovarius nubinhibens	1	Roseovarius nubinhibens ISM	NZ_AALY00000000	AALY00000000			Default			
Roseovarius	2	Roseovarius sp. 217	NZ_AAMV00000000	AAMV00000000			Default			
Rothia aeria	2	Rothia aeria F0474	NZ_AJJQ00000000	AJJQ00000000			Default			
Rothia dentocariosa	2	Rothia dentocariosa ATCC 17931	NC_014643	CP002280			COM			
Rothia mucilaginosa	4	Rothia mucilaginosa DY-18	NC_013715	AP011540			COM			
Ruania albidiflava	1	Ruania albidiflava DSM 18029	NZ_ATWL00000000	ATWL00000000			Default			
Rubellimicrobium thermophilum	1	Rubellimicrobium thermophilum DSM 16684	NZ_AOLV00000000	AOLV00000000			Default			
Rubidibacter lacunae	1	Rubidibacter lacunae KORDI 51-2	NZ_ASSJ00000000	ASSJ00000000			Default			
Rubritalea marina	1	Rubritalea marina DSM 17716	NZ_ARJP00000000	ARJP00000000			Default			
Rubrivivax benzoatilyticus	2	Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	NZ_AEWG00000000	AEWG00000000			Default			
Rubrivivax gelatinosus	2	Rubrivivax gelatinosus IL144	NC_017075	AP012320			Default		22689232	
Rubrobacter xylanophilus	1	Rubrobacter xylanophilus DSM 9941	NC_008148	CP000386			COM			
Rudaea cellulosilytica	1	Rudaea cellulosilytica DSM 22992	NZ_ARJQ00000000	ARJQ00000000			Default			
Rudanella lutea	1	Rudanella lutea DSM 19387	NZ_ARPG00000000	ARPG00000000			Default			
Ruegeria mobilis	1	Ruegeria mobilis F1926	NZ_AQCH00000000	AQCH00000000			Default			
Ruegeria pomeroyi	1	Ruegeria pomeroyi DSS-3	NC_003911	CP000031	NC_006569	CP000032	COM		15602564,17526795	
Ruegeria	3	Ruegeria sp. TM1040	NC_008044	CP000377	NC_008042 ... (2)	CP000375 ... (2)	COM		17526795	
Ruminococcaceae bacterium D16	1	Ruminococcaceae bacterium D16	NZ_ADDX00000000	ADDX00000000			Default			
Ruminococcus albus	4	Ruminococcus albus 7	NC_014833	CP002403	NC_014824 ... (4)	CP002404 ... (4)	COM		21914885	
Ruminococcus bromii	1	Ruminococcus bromii	NC_021013	FP929051			Default			
Ruminococcus callidus	1	Ruminococcus callidus ATCC 27760	NZ_AWVF00000000	AWVF00000000			Default			
Ruminococcus champanellensis	1	Ruminococcus champanellensis 18P13	NC_021039	FP929052			Default			
	0	Ruminococcus flavefaciens					Default			
[Ruminococcus] gnavus	3	Ruminococcus gnavus ATCC 29149	NZ_AAYG00000000	AAYG00000000			Default			
Ruminococcus lactaris	2	Ruminococcus lactaris ATCC 29176	NZ_ABOU00000000	ABOU00000000			Default			
Ruminococcus	4	Ruminococcus sp.	NC_021014	FP929053			Default			
[Ruminococcus] obeum	2	[Ruminococcus] obeum	NC_021022	FP929054			Default			
[Ruminococcus] torques	2	[Ruminococcus] torques	NC_021015	FP929055			Default			
Runella slithyformis	1	Runella slithyformis DSM 19594	NC_015703	CP002859	NC_015693 ... (5)	CP002860 ... (5)	COM		22768358	
Saccharibacillus kuerlensis	1	Saccharibacillus kuerlensis DSM 22868	NZ_ARJR00000000	ARJR00000000			Default			
Saccharibacter floricola	1	Saccharibacter floricola DSM 15669	NZ_ARJS00000000	ARJS00000000			Default			
Saccharomonospora azurea	2	Saccharomonospora azurea NA-128	NZ_AGIU00000000,NZ_CM001466	AGIU00000000,CM001466			Default		22768365	
Saccharomonospora cyanea	1	Saccharomonospora cyanea NA-134	NZ_AHLY00000000,NZ_CM001440	AHLY00000000,CM001440			Default			
Saccharomonospora glauca	1	Saccharomonospora glauca K62	NZ_AGJI00000000,NZ_CM001484	AGJI00000000,CM001484	NZ_CM001485	CM001485	Default			
Saccharomonospora halophila	1	Saccharomonospora halophila 8	NZ_AICX00000000	AICX00000000			Default			
Saccharomonospora marina	1	Saccharomonospora marina XMU15	NZ_AHLX00000000,NZ_CM001439	AHLX00000000,CM001439			Default		22768369	
	0	Saccharomonospora paurometabolica YIM 90007		AGIT00000000			Default			
Saccharomonospora saliphila	1	Saccharomonospora saliphila YIM 90502	NZ_AICY00000000	AICY00000000			Default			
Saccharomonospora viridis	1	Saccharomonospora viridis DSM 43017	NC_013159	CP001683			COM/PRT		21304650	
Saccharomonospora xinjiangensis	1	Saccharomonospora xinjiangensis XJ-54	NZ_AICV00000000	AICV00000000			Default			
Saccharophagus degradans	1	Saccharophagus degradans 2-40	NC_007912	CP000282			COM		18516288	
Saccharopolyspora erythraea	3	Saccharopolyspora erythraea NRRL 2338	NC_009142	AM420293			COM		17369815	
Saccharopolyspora spinosa	1	Saccharopolyspora spinosa NRRL 18395	NZ_AEYC00000000	AEYC00000000			Default			
Saccharothrix espanaensis	1	Saccharothrix espanaensis DSM 44229	NC_019673	HE804045			Default		22958348	
Sagittula stellata	1	Sagittula stellata E-37	NZ_AAYA00000000	AAYA00000000			Default			
Salimicrobium	1	Salimicrobium sp. MJ3	NZ_AMPQ00000000	AMPQ00000000			Default			
Salinarchaeum sp.	1	Salinarchaeum sp. Harcht-Bsk1	NC_021313	CP005962			Default		23868130	
Salinibacillus aidingensis	1	Salinibacillus aidingensis MSP4					Default			
Salinibacter ruber	2	Salinibacter ruber DSM 13855	NC_007677	CP000159	NC_007678	CP000160	FGS/UPR	This strain has a reference proteome in UniProtKB database.	16330755	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:22
Salinibacterium	1	Salinibacterium sp. PAMC 21357	NZ_AHWA00000000	AHWA00000000			Default			
Salinicoccus albus	1	Salinicoccus albus DSM 19776	NZ_ARQJ00000000	ARQJ00000000			Default			
Salinicoccus carnicancri	1	Salinicoccus carnicancri Crm	NZ_ANAM00000000	ANAM00000000			Default			
Salinimonas chungwhensis	1	Salinimonas chungwhensis DSM 16280	NZ_ARJT00000000	ARJT00000000			Default			
Salinisphaera shabanensis	1	Salinisphaera shabanensis E1L3A	NZ_AFNV00000000	AFNV00000000			Default			
Salinispora arenicola	44	Salinispora arenicola CNS-205	NC_009953	CP000850			COM			
Salinispora pacifica	42	Salinispora pacifica DSM 45548	NZ_AQZE00000000	AQZE00000000			Default			
Salinispora tropica	8	Salinispora tropica CNB-440	NC_009380	CP000667			COM		19590008	
Salinivibrio costicola	2	Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	NZ_ASAI00000000	ASAI00000000			Default			
	0	Salipiger mucosus DSM 16094					Default			
Salisaeta longa	1	Salisaeta longa DSM 21114	NZ_ATTH00000000	ATTH00000000			Default			
Salmonella bongori	4	Salmonella bongori NCTC 12419	NC_015761	FR877557			COM		21876672	
Salmonella enterica	1071	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	NC_006511	CP000026			COM		15531882	
Salmonella enterica	1071	Salmonella enterica subsp. enterica serovar Typhi str. CT18	NC_003198	AL513382	NC_003384 ... (2)	AL513383 ... (2)	CLI/UPR	This is a highly pathogenic, multiple drug resistant strain isolated from a typhoid patient in Vietnam. It has a reference proteome in UniProtKB database.	11677608	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:24
Salmonella enterica	1071	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	NC_004631	AE014613			PRT		12644504	
Salmonella enterica	1071	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		CP001363		CP001362	PRT		19897643	
Salmonella enterica	1071	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	NC_003197	AE006468	NC_003277	AE006471	CLI/MOD/PRT/UPR	S. enterica serovar Typhimurium has been the main cause of g astroenteritis globally for many years. S. enterica serovar Typhimurium strain LT2 (Lilleengen type 2) was originally isolated in Sweden in the 1940s by Lilleengen. It has been widely used in genetic and molecular biology studies of Salmonella. It was also used as a mouse model in the study of human typhoid fever. 	11677609	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:23
	0	Salmonella sp. M9397			NC_019279	JN995611	Default			
Salsuginibacillus kocurii	1	Salsuginibacillus kocurii DSM 18087	NZ_ARIV00000000	ARIV00000000			Default			
Sandarakinorhabdus limnophila	1	Sandarakinorhabdus limnophila DSM 17366	NZ_ATVO00000000	ATVO00000000			Default			
Sandarakinorhabdus	1	Sandarakinorhabdus sp. AAP62	NZ_ANFY00000000	ANFY00000000			Default			
Sanguibacter keddieii	1	Sanguibacter keddieii DSM 10542	NC_013521	CP001819			COM/PRT		21304646	
Saprospira grandis	2	Saprospira grandis str. Lewin	NC_016940	CP002831	NC_016936	CP002832	Default		22675601	
SAR116 cluster alpha proteobacterium HIMB100	1	SAR116 cluster alpha proteobacterium HIMB100	NZ_AFXB00000000	AFXB00000000			Default			
SAR202 cluster bacterium SCGC AAA240-N13	1	SAR202 cluster bacterium SCGC AAA240-N13	NZ_AQTZ00000000	AQTZ00000000			Default			
SAR324 cluster bacterium JCVI-SC AAA005	1	SAR324 cluster bacterium JCVI-SC AAA005	NZ_AGAU00000000	AGAU00000000			Default			
SAR324 cluster bacterium SCGC AAA001-C10	1	SAR324 cluster bacterium SCGC AAA001-C10	NZ_AFIB00000000	AFIB00000000			Default			
SAR324 cluster bacterium SCGC AAA240-J09	1	SAR324 cluster bacterium SCGC AAA240-J09	NZ_AFIA00000000	AFIA00000000			Default			
SAR324 cluster bacterium SCGC AB-629-J17	1	SAR324 cluster bacterium SCGC AB-629-J17	NZ_AQVW00000000	AQVW00000000			Default			
SAR324 cluster bacterium SCGC AB-629-O05	1	SAR324 cluster bacterium SCGC AB-629-O05	NZ_AQVX00000000	AQVX00000000			Default			
SAR86 cluster bacterium SAR86C	1	SAR86 cluster bacterium SAR86C	NZ_AHBI00000000	AHBI00000000			Default			
SAR86 cluster bacterium SAR86D	1	SAR86 cluster bacterium SAR86D	NZ_AHBJ00000000	AHBJ00000000			Default			
SAR86 cluster bacterium SAR86E	1	SAR86 cluster bacterium SAR86E	NZ_AMWX00000000	AMWX00000000			Default			
Scardovia inopinata	1	Scardovia inopinata F0304	NZ_ADCX00000000	ADCX00000000			Default			
Scardovia wiggsiae	2	Scardovia wiggsiae F0424	NZ_AGZS00000000,NZ_AKCI00000000	AGZS00000000,AKCI00000000			Default			
Schlesneria paludicola	1	Schlesneria paludicola DSM 18645	NZ_AHZR00000000	AHZR00000000			Default			
Sciscionella marina	1	Sciscionella marina DSM 45152	NZ_ARAX00000000	ARAX00000000			Default			
Scytonema hofmanni	1	Scytonema hofmanni PCC 7110	NZ_ANNX00000000	ANNX00000000			Default			
Sebaldella termitidis	1	Sebaldella termitidis ATCC 33386	NC_013517	CP001739	NC_013518 ... (2)	CP001740 ... (2)	COM		21304705	
secondary endosymbiont of Ctenarytaina eucalypti	1	secondary endosymbiont of Ctenarytaina eucalypti Thao2000	NC_018419	CP003546			Default		22821013	
secondary endosymbiont of Heteropsylla cubana	1	secondary endosymbiont of Heteropsylla cubana Thao2000	NC_018420	CP003547			Default		22821013	
	0	Sedimentibacter sp. B4					Default			
Segetibacter koreensis	1	Segetibacter koreensis DSM 18137	NZ_ARFB00000000	ARFB00000000			Default			
Segniliparus rotundus	1	Segniliparus rotundus DSM 44985	NC_014168	CP001958			COM		21304703	
Segniliparus rugosus	1	Segniliparus rugosus ATCC BAA-974	NZ_ACZI00000000	ACZI00000000			Default			
Selenomonas artemidis	2	Selenomonas artemidis F0399	NZ_AECV00000000	AECV00000000			Default			
Selenomonas bovis	1	Selenomonas bovis DSM 23594	NZ_ARLB00000000	ARLB00000000			Default			
Selenomonas flueggei	1	Selenomonas flueggei ATCC 43531	NZ_ACLA00000000	ACLA00000000			Default			
Selenomonas infelix	1	Selenomonas infelix ATCC 43532	NZ_ACZM00000000	ACZM00000000			Default			
Selenomonas noxia	2	Selenomonas noxia ATCC 43541	NZ_ACKT00000000	ACKT00000000			Default			
	0	Selenomonas ruminantium					Default			
Selenomonas	10	Selenomonas sp. oral taxon 149 str. 67H29BP	NZ_AEEJ00000000	AEEJ00000000			Default			
Selenomonas sputigena	2	Selenomonas sputigena ATCC 35185	NC_015437	CP002637			COM			
Serinicoccus marinus	1	Serinicoccus marinus DSM 15273	NZ_ATWM00000000	ATWM00000000			Default			
Serinicoccus profundi	1	Serinicoccus profundi MCCC 1A05965	NZ_AFYF00000000	AFYF00000000			Default			
	0	Serratia entomophila					Default			
Serratia fonticola	6	Serratia fonticola AU-P3(3)	NZ_ASZB00000000	ASZB00000000			Default			
Serratia liquefaciens	1	Serratia liquefaciens ATCC 27592	NC_021741	CP006252	NC_021742	CP006253	Default		23950115	
	0	Serratia marcescens					Default			
Serratia odorifera	1	Serratia odorifera DSM 4582	NZ_ADBY00000000	ADBY00000000			Default			
Serratia plymuthica	6	Serratia plymuthica 4Rx13	NC_021591	CP006250	NC_021594	CP006251	Default			
Serratia plymuthica	6	Serratia plymuthica AS9	NC_015567	CP002773			COM		21886857,22675598	
Serratia plymuthica	6	Serratia plymuthica PRI-2C	NZ_AJTB00000000	AJTB00000000			Default			
Serratia proteamaculans	1	Serratia proteamaculans 568	NC_009832	CP000826	NC_009829	CP000827	COM			
Serratia	11	Serratia sp. AS12	NC_015566	CP002774			COM		22768360	
Serratia symbiotica	2	Serratia symbiotica str. 'Cinara cedri'	NC_016632	CP002295			COM			
Shewanella amazonensis	1	Shewanella amazonensis SB2B	NC_008700	CP000507			COM			
Shewanella baltica	9	Shewanella baltica OS155	NC_009052	CP000563	NC_009035 ... (4)	CP000564 ... (4)	COM			
Shewanella baltica	9	Shewanella baltica OS185	NC_009665	CP000753	NC_009661	CP000754	PRT			
Shewanella baltica	9	Shewanella baltica OS223	NC_011663	CP001252	NC_011664 ... (3)	CP001253 ... (3)	PRT			
Shewanella benthica	1	Shewanella benthica KT99	NZ_ABIC00000000	ABIC00000000			Default			
Shewanella decolorationis	1	Shewanella decolorationis S12	NZ_AXZL00000000	AXZL00000000			Default			
Shewanella denitrificans	1	Shewanella denitrificans OS217	NC_007954	CP000302			COM			
Shewanella frigidimarina	1	Shewanella frigidimarina NCIMB 400	NC_008345	CP000447			COM			
Shewanella halifaxensis	1	Shewanella halifaxensis HAW-EB4	NC_010334	CP000931			COM			
Shewanella loihica	1	Shewanella loihica PV-4	NC_009092	CP000606			COM			
Shewanella oneidensis	1	Shewanella oneidensis MR-1	NC_004347	AE014299	NC_004349	AE014300	PRT/UPR	This strain has a reference proteome in UniProtKB database.	12368813,16038018,18378659,21810203	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:25
Shewanella pealeana	1	Shewanella pealeana ATCC 700345	NC_009901	CP000851			COM			
Shewanella piezotolerans	1	Shewanella piezotolerans WP3	NC_011566	CP000472			COM		18398463	
Shewanella putrefaciens	3	Shewanella putrefaciens CN-32	NC_009438	CP000681			COM			
Shewanella sediminis	1	Shewanella sediminis HAW-EB3	NC_009831	CP000821			COM			
Shewanella	7	Shewanella sp. ANA-3	NC_008577	CP000469	NC_008573	CP000470	COM			
Shewanella	7	Shewanella sp. MR-4	NC_008321	CP000446			COM			
Shewanella	7	Shewanella sp. MR-7	NC_008322	CP000444	NC_008320	CP000445	COM			
Shewanella	7	Shewanella sp. W3-18-1	NC_008750	CP000503			COM			
Shewanella violacea	1	Shewanella violacea DSS12	NC_014012	AP011177			COM			
Shewanella woodyi	1	Shewanella woodyi ATCC 51908	NC_010506	CP000961			COM			
Shigella boydii	7	Shigella boydii Sb227	NC_007613	CP000036	NC_007608	CP000037	COM		16275786	
Shigella dysenteriae	8	Shigella dysenteriae Sd197	NC_007606	CP000034	NC_007607 ... (2)	CP000035 ... (2)	UPR	This strain has a reference proteome in UniProtKB database.	16275786	http://www.uniprot.org/taxonomy/?query=reference:yes%20ancestor:26
Shigella flexneri	85	Shigella flexneri 2a str. 301	NC_004337	AE005674	NC_004851	AF386526	FGS/CLI	Shigella flexneri 2a strain 301 was isolated from a shigellosis patient in China in 1984. 	12384590	
Shigella sonnei	8	Shigella sonnei Ss046	NC_007384	CP000038	NC_007385 ... (4)	CP000039 ... (4)	COM		16275786	
Shigella	2	Shigella sp. D9	NZ_ACDL00000000	ACDL00000000			Default			
Shimwellia blattae	2	Shimwellia blattae DSM 4481 = NBRC 105725	NC_017910	CP001560			Default		22843577	
Shinella zoogloeoides	1	Shinella zoogloeoides DD12	NZ_AYLZ00000000	AYLZ00000000			Default			
Shuttleworthia satelles	1	Shuttleworthia satelles DSM 14600	NZ_ACIP00000000	ACIP00000000			Default			
Sideroxydans lithotrophicus	1	Sideroxydans lithotrophicus ES-1	NC_013959	CP001965			COM			
Ruegeria lacuscaerulensis	1	Silicibacter lacuscaerulensis ITI-1157	NZ_ACNX00000000	ACNX00000000			Default			
Silicibacter sp. TrichCH4B	1	Silicibacter sp. TrichCH4B	NZ_ACNZ00000000	ACNZ00000000			Default			
Simiduia agarivorans	2	Simiduia agarivorans SA1 = DSM 21679	NC_018868	CP003746			Default		23405302	
Simkania negevensis	1	Simkania negevensis Z	NC_015713	FR872582	NC_015710	FR872581	COM		21690563	
Simonsiella muelleri	1	Simonsiella muelleri ATCC 29453	NZ_ADCY00000000	ADCY00000000			Default			
Singularimonas variicoloris	1	Singularimonas variicoloris DSM 15731	NZ_ARNM00000000	ARNM00000000			Default			
Singulisphaera acidiphila	2	Singulisphaera acidiphila DSM 18658	NC_019892	CP003364	NC_019893 ... (3)	CP003365 ... (3)	Default			
Sinorhizobium fredii	4	Sinorhizobium fredii NGR234	NC_012587	CP001389	NC_000914 ... (2)	CP000874 ... (2)	COM		19376903	
Sinorhizobium medicae	5	Sinorhizobium medicae WSM419	NC_009636	CP000738	NC_009620 ... (3)	CP000739 ... (3)	COM		21304680	
Sinorhizobium meliloti	28	Sinorhizobium meliloti 1021	NC_003047	AL591688	NC_003037 ... (2)	AE006469 ... (2)	COM		11481430	
	0	Sinorhizobium sp. M14			NC_021209	JF809815	Default			
Slackia exigua	2	Slackia exigua ATCC 700122	NZ_ACUX00000000	ACUX00000000			Default			
Slackia heliotrinireducens	1	Slackia heliotrinireducens DSM 20476	NC_013165	CP001684			COM/PRT		21304663	
Slackia piriformis	1	Slackia piriformis YIT 12062	NZ_ADMD00000000	ADMD00000000			Default			
Slackia	1	Slackia sp. CM382	NZ_ALNO00000000	ALNO00000000			Default			
Smaragdicoccus niigatensis	1	Smaragdicoccus niigatensis DSM 44881	NZ_AQXZ00000000	AQXZ00000000			Default			
Smithella sp.	1	Smithella sp. ME-1	NZ_AWGX00000000	AWGX00000000			Default			
Sodalis glossinidius	1	Sodalis glossinidius str. 'morsitans'	NC_007712	AP008232	NC_007713 ... (3)	AP008233 ... (3)	COM		16365377	
Solibacillus silvestris	1	Solibacillus silvestris StLB046	NC_018065	AP012157	NC_018069	AP012158	Default		22019407	
Solitalea canadensis	1	Solitalea canadensis DSM 3403	NC_017770	CP003349			Default			
Solobacterium moorei	4	Solobacterium moorei F0204	NZ_AECQ00000000	AECQ00000000			Default			
Sorangium cellulosum	2	Sorangium cellulosum So ce56	NC_010162	AM746676			COM		17965706	
Sphaerobacter thermophilus	1	Sphaerobacter thermophilus DSM 20745	NC_013523,NC_013524	CP001823,CP001824			COM		21304676	
Sphaerochaeta coccoides	1	Sphaerochaeta coccoides DSM 17374	NC_015436	CP002659			COM		22768363	
Sphaerochaeta globosa	1	Sphaerochaeta globosa str. Buddy	NC_015152	CP002541			COM			
Sphaerochaeta pleomorpha	1	Sphaerochaeta pleomorpha str. Grapes	NC_016633	CP003155			COM			
Sphingobacterium	3	Sphingobacterium sp. 21	NC_015277	CP002584			COM			
Sphingobacterium spiritivorum	2	Sphingobacterium spiritivorum ATCC 33300	NZ_ACHB00000000	ACHB00000000			Default			
Sphingobium baderi	1	Sphingobium baderi LL03	NZ_ATIB00000000	ATIB00000000			Default			
Sphingobium chinhatense	1	Sphingobium chinhatense IP26	NZ_AUDA00000000	AUDA00000000			Default			
